EmpID,Name,Department,Salary
61,Dang Ha 61,Marketing,54230
62,Do Binh 62,Finance,29891
63,Nguyen Giang 63,Legal,20245
64,Tran Giang 64,HR,38095
65,Ho Mai 65,Legal,77131
66,Do Mai 66,Marketing,97816
67,Hoang Kien 67,Legal,32107
68,Ho Ha 68,Marketing,86340
69,Do Binh 69,Finance,80159
70,Dang Ha 70,Engineering,85842
71,Bui Mai 71,Finance,64137
72,Nguyen Ha 72,Finance,45788
73,Vu An 73,HR,91018
74,Ho Chi 74,Engineering,78037
75,Pham Giang 75,Sales,63993
76,Bui Mai 76,Sales,46666
77,Nguyen Mai 77,IT,38633
78,Dang Chi 78,Finance,59938
79,Hoang Em 79,HR,30694
80,Vu Dung 80,Marketing,56800
81,Bui Giang 81,Legal,67509
82,Do Long 82,Sales,66781
83,Dang Chi 83,IT,93593
84,Tran Kien 84,Sales,39696
85,Bui Dung 85,Legal,85386
86,Ho Em 86,Sales,42056
87,Tran Long 87,Finance,98813
88,Ho Long 88,Legal,88557
89,Tran Ha 89,Legal,39329
90,Dang Chi 90,IT,33732
91,Pham Kien 91,Finance,70302
92,Dang Em 92,Finance,61226
93,Dang An 93,IT,86741
94,Do Binh 94,IT,81366
95,Ho Em 95,Engineering,23588
96,Le Chi 96,Sales,49945
97,Le Kien 97,Finance,58145
98,Vu Binh 98,Legal,97950
99,Do Mai 99,Sales,22876
100,Bui Ha 100,IT,50860
101,Pham Kien 101,Marketing,58143
102,Do Dung 102,IT,41441
103,Nguyen Chi 103,Marketing,32431
104,Bui Long 104,Engineering,47094
105,Do Kien 105,Legal,99850
106,Ho Long 106,Sales,36095
107,Hoang Giang 107,Legal,56488
108,Hoang Dung 108,Engineering,44969
109,Tran Long 109,Finance,48059
110,Ho Binh 110,Engineering,95100
111,Hoang Long 111,IT,63985
112,Hoang Long 112,Engineering,66201
113,Tran Chi 113,Legal,53678
114,Nguyen Long 114,Marketing,90107
115,Hoang Binh 115,Finance,87125
116,Tran Kien 116,Marketing,24759
117,Do Kien 117,Marketing,82174
118,Ho Ha 118,HR,51517
119,Bui Ha 119,HR,95294
120,Nguyen Giang 120,HR,69526
121,Bui Long 121,HR,82148
122,Nguyen Kien 122,Marketing,89254
123,Dang Binh 123,Finance,37047
124,Hoang Em 124,IT,95721
125,Hoang Em 125,Engineering,76603
126,Pham Ha 126,HR,64823
127,Nguyen An 127,Marketing,69995
128,Hoang Em 128,Sales,79233
129,Hoang Em 129,Finance,24957
130,Vu Binh 130,Engineering,89875
131,Do Em 131,Marketing,22051
132,Tran An 132,Marketing,34898
133,Do Chi 133,HR,43974
134,Le An 134,Legal,29565
135,Nguyen Giang 135,Engineering,78411
136,Nguyen Binh 136,HR,70894
137,Nguyen Ha 137,HR,24527
138,Do Giang 138,IT,27480
139,Pham Ha 139,IT,32492
140,Hoang Kien 140,HR,56967
141,Do Mai 141,IT,50548
142,Bui Dung 142,Engineering,59557
143,Bui Chi 143,HR,65842
144,Vu Mai 144,Legal,65649
145,Hoang Chi 145,Marketing,71854
146,Dang An 146,HR,28551
147,Hoang Em 147,Sales,93543
148,Dang Dung 148,IT,31645
149,Vu Dung 149,Engineering,22424
150,Le Dung 150,HR,97089
151,Dang Mai 151,Marketing,76533
152,Vu Giang 152,HR,75678
153,Do Chi 153,Finance,46829
154,Pham Mai 154,Finance,32821
155,Pham Long 155,Marketing,86375
156,Ho Long 156,Finance,36262
157,Bui Kien 157,IT,22790
158,Tran Kien 158,HR,52838
159,Ho Chi 159,Finance,83943
160,Hoang Binh 160,Sales,66568
161,Dang Mai 161,IT,46048
162,Bui Kien 162,Engineering,67959
163,Do Long 163,Finance,63040
164,Nguyen Ha 164,Sales,65207
165,Hoang Mai 165,HR,22035
166,Ho Ha 166,IT,50729
167,Do Kien 167,Engineering,22109
168,Bui An 168,IT,27461
169,Nguyen Dung 169,Finance,48732
170,Do Long 170,Sales,31071
171,Do Binh 171,Sales,76999
172,Dang Binh 172,HR,99940
173,Tran Giang 173,HR,80531
174,Bui Chi 174,HR,83484
175,Dang Long 175,IT,36138
176,Vu Kien 176,HR,94567
177,Ho Long 177,HR,52020
178,Dang Ha 178,IT,57218
179,Ho Giang 179,IT,49104
180,Tran An 180,Marketing,41281
181,Vu Giang 181,Sales,24409
182,Vu Long 182,Sales,42196
183,Nguyen Em 183,Legal,75555
184,Tran Long 184,Marketing,25988
185,Le Dung 185,Marketing,89788
186,Bui Em 186,Legal,52980
187,Ho Chi 187,IT,72749
188,Do Mai 188,Sales,38754
189,Dang Ha 189,Marketing,50361
190,Ho Kien 190,IT,65637
191,Hoang Mai 191,Legal,99483
192,Pham An 192,Legal,82606
193,Ho An 193,HR,22601
194,Nguyen Giang 194,Engineering,35017
195,Ho An 195,Legal,41909
196,Vu Ha 196,Marketing,56666
197,Nguyen Binh 197,HR,30599
198,Nguyen Mai 198,Finance,20066
199,Le Chi 199,HR,31974
200,Bui Chi 200,Engineering,45946
201,Vu Binh 201,Marketing,98606
202,Tran An 202,Finance,92052
203,Dang Dung 203,Sales,96441
204,Pham Em 204,Engineering,62655
205,Le Giang 205,HR,74264
206,Bui Dung 206,Sales,25953
207,Vu Binh 207,HR,60121
208,Do Binh 208,IT,49148
209,Nguyen Mai 209,IT,70848
210,Tran An 210,Marketing,53611
211,Nguyen Chi 211,IT,33935
212,Vu Long 212,Marketing,56739
213,Hoang Chi 213,Finance,36160
214,Le Long 214,Legal,42485
215,Tran Chi 215,Sales,78663
216,Pham Binh 216,IT,83144
217,Dang An 217,Marketing,45650
218,Bui Kien 218,Sales,98529
219,Ho Ha 219,IT,98826
220,Bui Kien 220,HR,46364
221,Pham Mai 221,Finance,92882
222,Do Dung 222,HR,33585
223,Dang Em 223,Legal,95492
224,Ho Dung 224,Engineering,36082
225,Hoang Long 225,Finance,40121
226,Bui Em 226,Marketing,30217
227,Le Binh 227,Marketing,54399
228,Pham Binh 228,Marketing,43836
229,Bui Binh 229,Marketing,55330
230,Do Chi 230,Engineering,93483
231,Pham Kien 231,Legal,38245
232,Nguyen An 232,Engineering,80526
233,Do An 233,Marketing,41544
234,Dang Long 234,Engineering,44408
235,Tran Giang 235,IT,39361
236,Do Chi 236,Finance,96920
237,Le Long 237,Engineering,61444
238,Nguyen Mai 238,IT,77429
239,Bui Dung 239,Engineering,56382
240,Le Long 240,Finance,88495
241,Bui Em 241,Finance,48723
242,Hoang Kien 242,Sales,32835
243,Le An 243,Marketing,20005
244,Tran An 244,Engineering,72901
245,Ho Ha 245,Engineering,85197
246,Nguyen Long 246,Legal,86564
247,Dang Em 247,Engineering,93409
248,Do Long 248,Sales,85227
249,Hoang Chi 249,Engineering,62511
250,Tran Chi 250,Legal,22908
251,Dang An 251,Engineering,74238
252,Nguyen Ha 252,HR,28373
253,Pham Em 253,Finance,33105
254,Tran Em 254,Marketing,79692
255,Dang Ha 255,Finance,20004
256,Do Giang 256,IT,43476
257,Do Binh 257,Finance,58159
258,Bui Chi 258,HR,98872
259,Do Ha 259,HR,20256
260,Hoang An 260,Engineering,34397
261,Do Chi 261,Engineering,60771
262,Hoang Binh 262,Finance,70145
263,Vu Chi 263,Legal,48219
264,Bui Em 264,Sales,25600
265,Le Dung 265,Engineering,88743
266,Hoang Dung 266,Finance,84363
267,Le An 267,HR,51680
268,Vu Kien 268,Finance,78320
269,Hoang Chi 269,Engineering,87639
270,Vu Kien 270,Legal,45911
271,Hoang Mai 271,Engineering,84825
272,Do Giang 272,HR,80769
273,Tran Chi 273,HR,65004
274,Hoang An 274,HR,73737
275,Le Long 275,Marketing,62737
276,Hoang Binh 276,Legal,68132
277,Dang Chi 277,Legal,55554
278,Ho Mai 278,HR,60258
279,Le Dung 279,Legal,49266
280,Bui An 280,Marketing,53612
281,Vu Mai 281,Legal,51666
282,Do Long 282,HR,48454
283,Pham Mai 283,HR,38152
284,Dang Dung 284,IT,66316
285,Le Ha 285,Finance,76471
286,Do Ha 286,Engineering,45750
287,Pham An 287,HR,47227
288,Bui Em 288,Marketing,57045
289,Hoang Dung 289,Finance,65579
290,Pham Mai 290,Legal,87637
291,Tran Mai 291,Finance,27544
292,Vu An 292,Finance,51643
293,Ho Mai 293,Finance,80202
294,Pham Mai 294,Legal,45927
295,Tran An 295,IT,46919
296,Do An 296,Marketing,49232
297,Hoang Giang 297,Finance,92238
298,Do An 298,HR,78284
299,Vu Ha 299,Marketing,42773
300,Tran Long 300,IT,99527
301,Bui Binh 301,IT,27792
302,Ho Dung 302,Sales,32136
303,Tran Giang 303,HR,80043
304,Pham Kien 304,Legal,45681
305,Ho Long 305,Legal,55052
306,Ho Em 306,Legal,48702
307,Pham Giang 307,Sales,27092
308,Vu Ha 308,IT,32194
309,Dang An 309,Marketing,53980
310,Dang An 310,Legal,87343
311,Do Long 311,Marketing,69242
312,Tran Em 312,Marketing,46412
313,Tran Binh 313,Marketing,75579
314,Do Kien 314,Marketing,59838
315,Bui Giang 315,Engineering,45352
316,Hoang Mai 316,Legal,47426
317,Pham Kien 317,HR,91651
318,Do Dung 318,Marketing,51182
319,Dang Ha 319,Engineering,49160
320,Nguyen Dung 320,Marketing,67317
321,Do Kien 321,IT,97583
322,Le Long 322,Legal,21601
323,Nguyen Kien 323,Sales,29670
324,Le Ha 324,Marketing,96985
325,Nguyen Kien 325,Legal,58072
326,Hoang Dung 326,Legal,34010
327,Bui An 327,IT,94122
328,Le Dung 328,Engineering,75648
329,Ho Giang 329,Engineering,49210
330,Bui An 330,Marketing,56124
331,Tran Kien 331,Engineering,88033
332,Do Binh 332,Marketing,25628
333,Dang Em 333,Sales,25008
334,Ho Em 334,Sales,93960
335,Pham An 335,HR,93875
336,Nguyen Giang 336,Engineering,73344
337,Dang Dung 337,Engineering,30899
338,Hoang Giang 338,Engineering,66145
339,Hoang Long 339,Finance,70125
340,Bui Binh 340,IT,59679
341,Dang Dung 341,Engineering,56030
342,Ho Chi 342,Sales,77450
343,Pham Long 343,HR,35960
344,Pham Binh 344,Legal,70027
345,Ho Binh 345,Finance,23147
346,Dang Long 346,Finance,53861
347,Bui Giang 347,IT,88799
348,Pham Dung 348,Engineering,85238
349,Bui Mai 349,Sales,71350
350,Bui An 350,Marketing,26485
351,Nguyen Chi 351,Engineering,92620
352,Tran An 352,Marketing,94643
353,Ho Mai 353,Finance,20024
354,Tran An 354,IT,59484
355,Tran Long 355,Legal,87946
356,Nguyen Kien 356,HR,76085
357,Nguyen Dung 357,Engineering,56205
358,Vu Ha 358,Marketing,80221
359,Dang Giang 359,Finance,35972
360,Ho Kien 360,Finance,24077
361,Le Kien 361,IT,82670
362,Nguyen An 362,Finance,21210
363,Dang An 363,Engineering,82243
364,Ho An 364,Finance,82031
365,Hoang Dung 365,Legal,85814
366,Nguyen Em 366,Marketing,63318
367,Ho Long 367,Engineering,57842
368,Tran Long 368,Sales,61357
369,Le Long 369,HR,69215
370,Ho Kien 370,Marketing,62067
371,Nguyen Long 371,IT,47069
372,Pham Kien 372,Engineering,65210
373,Bui Binh 373,IT,54021
374,Tran Em 374,Legal,66803
375,Hoang Chi 375,HR,81517
376,Dang Chi 376,HR,56232
377,Le Ha 377,Legal,48482
378,Vu Mai 378,IT,80058
379,Nguyen Kien 379,IT,73004
380,Le Ha 380,Marketing,74921
381,Pham Binh 381,Sales,98383
382,Nguyen Giang 382,Marketing,24778
383,Bui Dung 383,IT,63558
384,Ho Chi 384,Legal,78992
385,Ho Dung 385,Sales,84680
386,Do Em 386,Legal,99781
387,Vu Mai 387,Finance,46725
388,Vu Em 388,Finance,74063
389,Nguyen Chi 389,Sales,52584
390,Nguyen Ha 390,Finance,36333
391,Dang Binh 391,Sales,38355
392,Do Long 392,Legal,54905
393,Dang Chi 393,IT,29415
394,Vu Giang 394,Marketing,21798
395,Pham Long 395,Engineering,40251
396,Hoang Em 396,Engineering,60609
397,Le Ha 397,HR,60834
398,Vu An 398,Engineering,46962
399,Hoang Em 399,Finance,54760
400,Dang Dung 400,Marketing,99065
401,Dang Mai 401,Sales,95635
402,Bui Kien 402,Sales,24435
403,Le Ha 403,Marketing,73891
404,Le An 404,Sales,29588
405,Tran Giang 405,HR,37715
406,Bui Binh 406,Sales,86123
407,Do Chi 407,Sales,29912
408,Tran Long 408,Engineering,93731
409,Tran Binh 409,Finance,20767
410,Hoang Mai 410,Sales,72382
411,Pham An 411,Finance,78352
412,Dang Kien 412,Finance,62938
413,Ho Long 413,HR,49999
414,Hoang Ha 414,Legal,38894
415,Le Chi 415,Finance,91383
416,Bui Kien 416,HR,89739
417,Tran Chi 417,Finance,88031
418,Bui Kien 418,Engineering,99612
419,Pham Binh 419,Legal,23255
420,Nguyen Chi 420,Finance,48936
421,Tran Mai 421,Engineering,74857
422,Dang Em 422,Finance,24461
423,Hoang Kien 423,Sales,29466
424,Pham Mai 424,Legal,52164
425,Le Ha 425,Legal,97064
426,Nguyen An 426,IT,40865
427,Pham Long 427,Legal,92235
428,Nguyen Giang 428,Sales,74898
429,Bui An 429,HR,76405
430,Tran Long 430,Sales,61661
431,Tran An 431,IT,74004
432,Le Kien 432,IT,88292
433,Do Ha 433,IT,76365
434,Tran Giang 434,Sales,21089
435,Le Dung 435,Sales,93376
436,Vu Kien 436,Sales,49580
437,Vu Mai 437,HR,69576
438,Nguyen Chi 438,IT,57714
439,Do Dung 439,IT,61369
440,Bui Dung 440,Legal,41597
441,Dang An 441,HR,93986
442,Bui Em 442,Finance,80752
443,Tran Binh 443,Sales,58123
444,Do Mai 444,Finance,86026
445,Dang Mai 445,IT,22197
446,Hoang Long 446,Legal,65632
447,Bui Em 447,Sales,20574
448,Do Long 448,Sales,77220
449,Le Long 449,HR,64764
450,Pham Chi 450,Finance,88162
451,Do Giang 451,HR,24703
452,Pham Long 452,Engineering,34111
453,Vu Binh 453,Marketing,28177
454,Do Chi 454,IT,72251
455,Nguyen Binh 455,Finance,65879
456,Vu Giang 456,Finance,66029
457,Do An 457,Marketing,66606
458,Dang An 458,Engineering,38603
459,Bui Mai 459,IT,93424
460,Bui Kien 460,IT,64481
461,Do Chi 461,Sales,64303
462,Le Ha 462,Sales,91286
463,Nguyen Dung 463,Legal,57590
464,Vu Mai 464,Finance,91244
465,Bui Em 465,Engineering,20621
466,Le Mai 466,Finance,89535
467,Le Mai 467,HR,66739
468,Le An 468,Legal,53122
469,Ho Chi 469,IT,54499
470,Dang Dung 470,Sales,27015
471,Vu Giang 471,Finance,74897
472,Tran Mai 472,Legal,51765
473,Hoang Kien 473,HR,98540
474,Tran Giang 474,HR,66257
475,Pham Binh 475,Engineering,88348
476,Ho Kien 476,Legal,60856
477,Nguyen An 477,Legal,48642
478,Do Ha 478,Sales,53792
479,Tran An 479,IT,24060
480,Hoang Mai 480,Finance,46172
481,Bui Em 481,Finance,86560
482,Le Mai 482,Finance,41879
483,Do Mai 483,HR,37885
484,Tran Dung 484,Engineering,57237
485,Le Kien 485,Sales,32351
486,Pham Binh 486,Finance,39031
487,Vu Long 487,HR,36874
488,Do Dung 488,Sales,49909
489,Le Em 489,Finance,43900
490,Le An 490,Marketing,74915
491,Ho Long 491,IT,26668
492,Le Kien 492,Engineering,26542
493,Hoang Giang 493,IT,33359
494,Do Kien 494,Finance,78366
495,Dang Kien 495,Marketing,55439
496,Tran An 496,Engineering,38548
497,Le Kien 497,Marketing,63188
498,Le Em 498,Finance,75786
499,Ho Em 499,HR,85245
500,Pham Chi 500,Marketing,45463
501,Nguyen Long 501,IT,55077
502,Dang Ha 502,Sales,52394
503,Le Binh 503,Finance,90720
504,Hoang Kien 504,Finance,87884
505,Pham Mai 505,Sales,67325
506,Nguyen Em 506,HR,81889
507,Nguyen Long 507,Engineering,72003
508,Dang An 508,Marketing,95717
509,Nguyen Kien 509,Engineering,52149
510,Hoang Mai 510,HR,92080
511,Ho Binh 511,Legal,31184
512,Ho Binh 512,HR,98227
513,Bui Em 513,Legal,24650
514,Dang Giang 514,HR,94266
515,Hoang Long 515,Engineering,68178
516,Pham Ha 516,HR,22697
517,Ho Giang 517,IT,67924
518,Le Giang 518,HR,58306
519,Vu Giang 519,Engineering,66996
520,Ho Giang 520,HR,41051
521,Vu Long 521,Sales,76815
522,Bui Mai 522,IT,39210
523,Le Long 523,Sales,41215
524,Dang Binh 524,Engineering,87418
525,Tran Binh 525,IT,57430
526,Nguyen Dung 526,IT,82933
527,Pham Mai 527,Finance,38751
528,Tran Binh 528,Marketing,26201
529,Le Kien 529,Legal,37793
530,Do Mai 530,HR,84165
531,Pham Dung 531,HR,59933
532,Ho Mai 532,Legal,42603
533,Dang Em 533,Legal,61325
534,Le Chi 534,Marketing,94940
535,Le Em 535,Sales,41893
536,Vu Dung 536,HR,91458
537,Dang Dung 537,HR,85588
538,Vu Long 538,HR,60446
539,Vu Kien 539,Legal,76161
540,Le Dung 540,Sales,74768
541,Do Binh 541,HR,21839
542,Vu Chi 542,Sales,95245
543,Le Ha 543,Marketing,28379
544,Do Em 544,Engineering,74408
545,Tran Mai 545,Legal,75898
546,Do Long 546,Sales,91083
547,Le An 547,Engineering,83838
548,Dang An 548,Finance,88700
549,Ho Dung 549,HR,80496
550,Le Mai 550,Finance,20251
551,Vu Dung 551,Engineering,31188
552,Hoang Long 552,Sales,21280
553,Do Binh 553,HR,77674
554,Hoang Em 554,Finance,49247
555,Le Chi 555,Finance,62568
556,Le Kien 556,Sales,50629
557,Tran Ha 557,Finance,45123
558,Le Long 558,Legal,63257
559,Do Em 559,Sales,98917
560,Le Giang 560,IT,52670
561,Bui Giang 561,Sales,32373
562,Dang Dung 562,HR,83437
563,Do Chi 563,HR,65940
564,Hoang An 564,IT,55549
565,Dang Em 565,Engineering,73244
566,Tran Em 566,Sales,90013
567,Dang Mai 567,Marketing,89569
568,Vu Binh 568,IT,24342
569,Ho Ha 569,Legal,97009
570,Do Binh 570,Finance,67979
571,Tran Chi 571,HR,65365
572,Do Ha 572,Finance,27834
573,Le Em 573,Marketing,95568
574,Ho Chi 574,Legal,86585
575,Ho An 575,Sales,90780
576,Pham Binh 576,Sales,33979
577,Ho Chi 577,HR,89010
578,Ho Binh 578,IT,47435
579,Bui An 579,IT,25728
580,Do Long 580,IT,55182
581,Ho Em 581,Marketing,48690
582,Ho Giang 582,Sales,21507
583,Pham Em 583,Sales,88299
584,Do Chi 584,Marketing,39491
585,Le Binh 585,Engineering,94858
586,Nguyen Em 586,Sales,86338
587,Le Dung 587,HR,71272
588,Nguyen Long 588,Legal,28430
589,Bui Mai 589,Sales,62358
590,Hoang Kien 590,Sales,71053
591,Do Mai 591,Marketing,57249
592,Vu Dung 592,Sales,25025
593,Pham An 593,HR,78800
594,Ho An 594,IT,22021
595,Vu Mai 595,Finance,25057
596,Le Giang 596,Finance,74702
597,Le Kien 597,Legal,66897
598,Tran Dung 598,Finance,40684
599,Tran Giang 599,HR,29075
600,Ho Em 600,Marketing,34888
601,Bui Binh 601,Marketing,88021
602,Do Ha 602,Marketing,26278
603,Dang Long 603,Engineering,71360
604,Pham Mai 604,Sales,27490
605,Pham An 605,Marketing,75190
606,Le Chi 606,Finance,95028
607,Tran Em 607,Engineering,79252
608,Do Em 608,Legal,64237
609,Bui Long 609,Marketing,39663
610,Nguyen Mai 610,Engineering,59322
611,Bui Kien 611,Finance,86232
612,Nguyen Dung 612,Sales,97246
613,Le Dung 613,Finance,44826
614,Pham Ha 614,Finance,36729
615,Nguyen Em 615,HR,36216
616,Ho Long 616,IT,43205
617,Le Long 617,Sales,53490
618,Do Long 618,IT,59732
619,Nguyen Em 619,Legal,25470
620,Tran Ha 620,Marketing,77013
621,Tran Chi 621,Legal,22096
622,Bui Ha 622,IT,46671
623,Do Long 623,Legal,56596
624,Dang Ha 624,Marketing,77794
625,Tran Kien 625,HR,68144
626,Le Binh 626,HR,74122
627,Ho Giang 627,Legal,28165
628,Dang An 628,Marketing,97757
629,Vu Binh 629,Sales,26029
630,Ho Dung 630,Sales,89289
631,Hoang Mai 631,Sales,34235
632,Hoang Giang 632,Engineering,20441
633,Hoang Giang 633,Marketing,39424
634,Ho Binh 634,IT,39023
635,Dang Dung 635,IT,42946
636,Pham Kien 636,Engineering,49672
637,Ho Em 637,HR,83588
638,Pham Giang 638,Finance,52093
639,Nguyen Kien 639,Marketing,57410
640,Le Chi 640,Marketing,46654
641,Hoang Binh 641,Finance,84019
642,Hoang Binh 642,IT,69783
643,Hoang Chi 643,HR,42632
644,Nguyen Chi 644,Legal,80364
645,Ho Mai 645,Legal,70185
646,Vu Giang 646,Sales,62974
647,Hoang Ha 647,Engineering,85372
648,Nguyen Kien 648,Marketing,22949
649,Bui Giang 649,Marketing,63391
650,Ho Kien 650,Legal,38165
651,Vu Ha 651,HR,81579
652,Vu Dung 652,Finance,57243
653,Vu Giang 653,Engineering,28657
654,Hoang Em 654,IT,79839
655,Dang Chi 655,IT,25662
656,Vu Giang 656,Engineering,48162
657,Tran Binh 657,Legal,44056
658,Dang Long 658,Legal,85886
659,Tran Dung 659,Sales,83199
660,Ho Em 660,Legal,63147
661,Hoang Dung 661,Marketing,53679
662,Vu Long 662,Sales,65461
663,Le Long 663,Marketing,99931
664,Tran Mai 664,IT,77128
665,Vu Mai 665,Legal,23409
666,Do Mai 666,Marketing,99687
667,Dang Chi 667,Sales,44762
668,Nguyen Long 668,Sales,30766
669,Le Kien 669,HR,65336
670,Bui Chi 670,Finance,67221
671,Do An 671,HR,97831
672,Do Mai 672,Legal,55725
673,Do Long 673,Sales,37502
674,Le Chi 674,Engineering,78690
675,Vu Giang 675,HR,88717
676,Vu Chi 676,Marketing,53817
677,Tran Binh 677,Engineering,93790
678,Le Dung 678,Engineering,96657
679,Le An 679,Marketing,90231
680,Pham An 680,Engineering,32868
681,Nguyen Chi 681,HR,79764
682,Hoang Ha 682,Engineering,81412
683,Pham An 683,Legal,51310
684,Tran Em 684,Engineering,26208
685,Nguyen Mai 685,Finance,96632
686,Dang Dung 686,Marketing,81214
687,Nguyen Dung 687,Marketing,88734
688,Bui Kien 688,Finance,27648
689,Ho Dung 689,IT,74374
690,Bui Ha 690,Finance,97889
691,Le Em 691,Sales,74064
692,Do Mai 692,Finance,96183
693,Le Kien 693,IT,98264
694,Nguyen Giang 694,IT,59440
695,Hoang Dung 695,Sales,44528
696,Bui Dung 696,Engineering,91414
697,Nguyen Chi 697,Engineering,31528
698,Tran Em 698,Marketing,83213
699,Pham Mai 699,Sales,99848
700,Ho Chi 700,HR,70097
701,Vu Ha 701,IT,29266
702,Pham An 702,Engineering,48379
703,Dang Chi 703,Engineering,44482
704,Bui Ha 704,Legal,74171
705,Ho Giang 705,Engineering,53711
706,Le Kien 706,Finance,25244
707,Hoang Dung 707,Engineering,51817
708,Hoang Mai 708,IT,45892
709,Pham An 709,Legal,62266
710,Ho Em 710,Sales,37939
711,Dang Chi 711,IT,82791
712,Tran Binh 712,HR,95105
713,Do An 713,HR,43854
714,Nguyen Em 714,HR,35618
715,Vu Mai 715,Engineering,65992
716,Dang Kien 716,Marketing,47011
717,Vu Dung 717,Legal,73317
718,Nguyen An 718,Sales,28523
719,Tran Ha 719,Engineering,95540
720,Do Binh 720,HR,48125
721,Hoang Em 721,Marketing,35450
722,Bui Em 722,Marketing,74930
723,Ho Binh 723,IT,39416
724,Do Binh 724,Engineering,93313
725,Vu An 725,Marketing,72487
726,Hoang Dung 726,Legal,50105
727,Ho Long 727,Engineering,72444
728,Tran Ha 728,IT,66243
729,Dang Dung 729,Legal,79014
730,Pham Mai 730,Sales,79330
731,Hoang Mai 731,Sales,83021
732,Nguyen Long 732,HR,79732
733,Dang Giang 733,HR,87251
734,Bui Dung 734,Engineering,71856
735,Nguyen Long 735,HR,97044
736,Bui Binh 736,Finance,20967
737,Le Binh 737,Sales,45095
738,Dang Em 738,Sales,55876
739,Bui An 739,HR,64412
740,Nguyen Giang 740,Sales,40974
741,Le Mai 741,HR,25917
742,Ho Binh 742,HR,89571
743,Tran Kien 743,Marketing,78671
744,Hoang An 744,Sales,24060
745,Nguyen Dung 745,Legal,38224
746,Dang Chi 746,Sales,99310
747,Le Ha 747,HR,84536
748,Pham Long 748,Engineering,71268
749,Pham Ha 749,Engineering,70329
750,Vu Em 750,IT,89063
751,Pham Kien 751,Sales,96385
752,Nguyen Ha 752,HR,37144
753,Tran Binh 753,HR,72821
754,Bui Kien 754,IT,93938
755,Pham Kien 755,IT,22517
756,Le Giang 756,Marketing,70154
757,Le Ha 757,Legal,66717
758,Nguyen Giang 758,Marketing,49233
759,Do Chi 759,Finance,56575
760,Nguyen Em 760,Sales,98126
761,Tran Binh 761,Finance,61803
762,Hoang Giang 762,Legal,64229
763,Hoang An 763,IT,21544
764,Vu Kien 764,Finance,88724
765,Vu An 765,Marketing,49466
766,Nguyen Mai 766,Marketing,75699
767,Hoang Dung 767,Finance,93468
768,Nguyen Giang 768,HR,48305
769,Hoang Mai 769,Legal,63621
770,Pham Giang 770,Sales,43227
771,Tran Binh 771,HR,93861
772,Ho Giang 772,Marketing,43798
773,Bui Binh 773,Engineering,61286
774,Bui Ha 774,Finance,79394
775,Vu Giang 775,Sales,65069
776,Ho Chi 776,Legal,50775
777,Tran Ha 777,Finance,56471
778,Bui Mai 778,Sales,22376
779,Bui Ha 779,Engineering,77758
780,Le Em 780,Sales,25252
781,Bui Em 781,Engineering,58868
782,Tran Chi 782,Marketing,73138
783,Dang Kien 783,IT,24709
784,Do Giang 784,Legal,42194
785,Tran Kien 785,Legal,58230
786,Tran Dung 786,HR,88352
787,Pham Em 787,Legal,73674
788,Vu Dung 788,Marketing,73042
789,Pham Chi 789,Sales,24249
790,Hoang Em 790,Engineering,85879
